state_id,police_homicide,police_homicide_wp,police_homicide_guardian,police_homicide_mpv,police_homicide_kbp,police_homicide_fatal,year,state_abb,pop_100000,std_squire_capacity,termEct,std_med_income,std_employees,std_police_ideal,repLeg,demLeg,repGov,demGov,state,std_black,invLaw,wapost_fbi_dif,guard_fbi_dif,mpv_fbi_dif,kbp_fbi_dif,fatal_fbi_dif,total_pop,white_pop,black_pop,hispanic_pop,asian_pop,white_pov,black_pov,hispanic_pov,asian_pov,children_0_18,adults_19_25,adults_26_34,adults_35.54,adults_55.64,adults_65up,male_pop,female_pop,total_.incar,income,black_income,unemployment,black_female_16_65_unemp,black_female_65up_unemp,black_male_16_65_unemp,black_male_65up_unemp,homeless
20,6,,,6,6,8,2014,ME,13.30719,-0.261700485,1,-0.556109583,-0.704272618,-1.042314589,0,1,1,0,MAINE,-0.960119406,0,,,0,0,2,1293800,0.938,0.012,0.012,0.01,0.136,0.484,0.131,0,0.204,0.079,0.102,0.274,0.16,0.182,0.482,0.518,10100,60154,24370,47456,415,3,607,0,2372
21,11,,,24,18,31,2014,MD,59.67295,0.9394407,0,2.062801556,0.78003391,-1.157052896,0,1,0,1,MARYLAND,2.007399069,0,,,13,7,20,5819300,0.525,0.291,0.094,0.062,0.069,0.139,0.135,0.101,0.24,0.089,0.124,0.28,0.131,0.137,0.482,0.518,109700,93724,58657,237611,54350,1525,58352,1337,8390
22,0,,,6,4,12,2014,MA,67.49911,1.403291968,0,0.669118892,-0.150744194,-0.572375422,0,1,0,1,MASSACHUSETTS,-0.398410552,0,,,6,4,12,6506500,0.74,0.065,0.108,0.06,0.075,0.211,0.312,0.144,0.221,0.092,0.123,0.279,0.135,0.15,0.485,0.515,90300,91408,42895,280794,17619,220,17614,342,21135
23,13,,,22,19,52,2014,MI,99.15767,1.784952681,1,-0.524517729,-0.455243175,-1.350958409,1,0,1,0,MICHIGAN,0.375263908,0,,,9,6,39,9682700,0.76,0.136,0.048,0.028,0.122,0.322,0.245,0.158,0.236,0.096,0.109,0.265,0.14,0.154,0.489,0.511,256700,60317,29628,515558,66373,878,69659,971,10516
24,7,,,12,7,17,2014,MN,54.53109,0.60115475,0,1.107442477,-0.453700581,-0.44561737,0,1,0,1,MINNESOTA,-0.493795074,0,,,5,0,10,5330400,0.815,0.056,0.051,0.047,0.08,0.374,0.207,0.129,0.247,0.087,0.127,0.266,0.133,0.14,0.495,0.505,120500,74687,29873,175970,10524,56,11875,40,7546
25,1,,,18,16,32,2014,MS,29.924,0.013420156,0,-2.289806268,-0.321376796,-0.186839208,1,0,1,0,MISSISSIPPI,2.908252891,0,,,17,15,31,2886800,0.576,0.375,0.025,0.01,0.136,0.351,0.285,0.155,0.263,0.094,0.112,0.259,0.128,0.144,0.481,0.519,69700,49112,26384,138796,40548,382,38271,402,1983
26,15,,,28,24,51,2014,MO,60.6093,0.777768953,1,-0.029221715,-0.421502483,-0.200021728,1,0,0,1,MISSOURI,0.142101742,0,,,13,9,36,5870200,0.802,0.114,0.038,0.017,0.129,0.28,0.237,0.156,0.243,0.091,0.12,0.261,0.133,0.152,0.487,0.513,109500,60313,31831,234561,26736,510,29225,226,6482
27,1,,,6,6,6,2014,MT,10.22867,-0.734849668,1,-0.621220929,-0.604886571,-0.49218195,1,0,0,1,MONTA,-1.023709087,0,,,5,5,5,993700,0.87,0.01,0.033,0.01,0.135,0.355,0.287,0.325,0.231,0.096,0.111,0.245,0.151,0.167,0.496,0.504,14500,58190,36842,32500,54,0,105,0,1709
28,1,,,6,6,11,2014,NE,18.81145,0.515288325,1,-0.003519868,-0.693426387,1.393400151,1,0,1,0,NEBRASKA,-0.599777877,0,,,5,5,10,1823700,0.806,0.046,0.101,0.019,0.099,0.296,0.248,0,0.266,0.089,0.122,0.252,0.128,0.143,0.498,0.502,22500,66950,28376,49301,2811,18,3113,55,2744
29,11,,,22,22,27,2014,NV,28.33013,-0.006882866,1,-0.752621623,2.716841706,-0.405319647,0,1,1,0,NEVADA,-0.218239787,0,,,11,11,16,2795200,0.514,0.08,0.279,0.077,0.106,0.267,0.208,0.1,0.245,0.093,0.126,0.272,0.122,0.142,0.499,0.501,37500,66937,37269,153654,9083,253,10619,287,8743
30,0,,,1,1,1,2014,NH,13.28743,-2.242068679,0,1.766373585,-0.724156018,-0.928264428,0,0,0,1,NEW HAMPSHIRE,-0.960119406,0,,,1,1,1,1286500,0.913,0.011,0.032,0.025,0.086,0,0.202,0,0.217,0.085,0.103,0.286,0.153,0.157,0.493,0.507,11200,80867,49815,43176,342,0,386,0,1445
31,14,,,18,14,18,2014,NJ,89.25001,0.984347858,0,0.893153326,-0.001591253,-0.810595058,0,1,1,0,NEW JERSEY,0.269281105,0,,,4,0,4,8756200,0.568,0.125,0.194,0.092,0.065,0.198,0.211,0.064,0.239,0.085,0.114,0.285,0.131,0.145,0.487,0.513,164500,94365,46640,415311,49065,977,47987,1243,10098
32,10,,,20,19,25,2014,NM,20.83024,-1.265576069,0,-1.094134918,-0.175981312,1.565467133,0,1,1,0,NEW MEXICO,-0.896529724,0,,,10,9,15,2036700,0.387,0.017,0.478,0.015,0.137,0.189,0.257,0.122,0.254,0.102,0.115,0.244,0.133,0.153,0.489,0.511,32500,55397,40960,86069,1175,35,1112,11,2629
33,0,,,27,21,41,2014,NY,197.18515,2.790183005,0,-0.277672905,0.573071078,-0.355566472,0,1,0,1,NEW YORK,0.438853589,0,,,27,21,41,19216400,0.564,0.143,0.187,0.081,0.101,0.219,0.256,0.18,0.227,0.095,0.129,0.274,0.129,0.146,0.484,0.516,222100,81101,41598,830485,100462,2294,108122,2085,88250
34,4,,,35,25,50,2014,NC,99.34399,0.253988337,0,-1.083639997,-0.032739091,0.683644512,1,0,1,0,NORTH CAROLI,1.180733208,0,,,31,21,46,9632900,0.641,0.213,0.09,0.024,0.118,0.271,0.328,0.112,0.246,0.091,0.114,0.274,0.128,0.147,0.481,0.519,153600,59204,32930,469573,82884,1295,83333,1139,10685
35,0,,,1,1,2,2014,ND,7.39904,-0.56061661,0,0.409851508,-0.713895992,-0.123632278,1,0,1,0,NORTH DAKOTA,-0.875333164,0,,,1,1,2,708400,0.87,0.02,0.024,0.01,0.089,0,0.195,0.454,0.241,0.118,0.134,0.238,0.13,0.14,0.508,0.492,9300,72034,29012,11052,91,0,326,2,1305
36,4,,,31,28,46,2014,OH,115.94408,1.431664141,1,-0.777359651,-0.423232914,-0.544669631,1,0,1,0,OHIO,0.195093143,0,,,27,24,42,11270300,0.803,0.12,0.034,0.019,0.122,0.342,0.284,0.146,0.241,0.089,0.114,0.265,0.138,0.153,0.488,0.512,326300,62909,27909,492894,54799,875,64441,835,11182
37,16,,,29,27,44,2014,OK,38.77499,0.537656007,1,-1.039197219,-0.515469307,2.142164251,1,0,1,0,OKLAHOMA,-0.31362431,0,,,13,11,28,3749500,0.672,0.07,0.098,0.02,0.129,0.298,0.274,0.144,0.26,0.097,0.122,0.253,0.124,0.145,0.489,0.511,69600,57888,30484,114861,7442,114,7268,110,3777
38,6,,,17,16,18,2014,OR,39.68371,0.694335784,0,0.211197647,-0.206718144,0.556668667,0,1,0,1,OREGON,-0.907128004,0,,,11,10,12,3889600,0.77,0.017,0.125,0.04,0.132,0.388,0.261,0.175,0.227,0.087,0.125,0.262,0.139,0.16,0.492,0.508,82700,66256,33505,192290,2206,131,3578,80,13226
39,5,,,18,15,34,2014,PA,127.90565,2.257827564,0,-0.185253346,-0.64274877,-0.50891963,1,0,1,0,PENNSYLVANIA,0.036118939,0,,,13,10,29,12368000,0.781,0.104,0.065,0.031,0.099,0.283,0.302,0.153,0.225,0.087,0.116,0.265,0.142,0.166,0.487,0.513,360800,66298,32606,507513,52030,804,55608,785,15421
40,1,,,1,1,1,2014,RI,10.5448,0.174614064,0,0.185281618,-0.103484383,-1.674336661,0,1,0,1,RHODE ISLAND,-0.504393354,0,,,0,0,0,1013700,0.741,0.054,0.142,0.032,0.103,0.185,0.32,0,0.218,0.095,0.119,0.272,0.138,0.158,0.484,0.517,25100,78894,33969,48980,2278,3,2099,56,1111
41,5,,,22,18,33,2014,SC,48.2843,0.368782508,0,-1.282293857,-0.338399167,-0.340681777,1,0,1,0,SOUTH CAROLI,1.784835183,0,,,17,13,28,4674300,0.641,0.271,0.053,0.014,0.118,0.297,0.311,0.121,0.24,0.091,0.114,0.263,0.134,0.159,0.481,0.519,71900,55527,29971,224825,49035,862,50661,911,5354
42,3,,,3,3,3,2014,SD,8.52561,-1.22024147,1,-0.41228633,-0.716047116,0.298518607,1,0,1,0,SOUTH DAKOTA,-0.907128004,0,,,0,0,0,821600,0.836,0.015,0.033,0.01,0.092,0,0.378,0.457,0.261,0.095,0.117,0.245,0.134,0.148,0.5,0.5,14500,63903,33516,19286,342,0,298,0,1036
43,12,,,25,21,34,2014,TN,65.44663,0.114659488,0,-1.412195277,0.106317827,0.184554684,1,0,1,0,TENNESSEE,0.693212316,0,,,13,9,22,6374800,0.748,0.165,0.049,0.016,0.144,0.308,0.366,0.146,0.242,0.093,0.115,0.268,0.132,0.15,0.484,0.516,119900,56400,32361,276290,41103,575,38559,577,9123
44,50,,,107,96,218,2014,TX,269.44751,0.511474795,0,-0.324257503,0.227631324,2.636578614,1,0,1,0,TEXAS,0.152700022,0,,,57,46,168,26280100,0.435,0.114,0.388,0.043,0.092,0.231,0.252,0.112,0.281,0.098,0.129,0.266,0.111,0.115,0.491,0.509,699300,68067,38709,912286,90459,1567,98473,1395,23678
45,3,,,19,18,28,2014,UT,29.41836,-0.249297316,0,0.693964011,-0.272206031,-0.02921858,1,0,1,0,UTAH,-0.970717686,0,,,16,15,25,2891800,0.794,0.01,0.134,0.023,0.089,0.234,0.239,0.176,0.324,0.108,0.135,0.237,0.096,0.101,0.5,0.5,25700,71918,39915,87021,818,0,1004,0,3025
46,1,,,1,1,2,2014,VT,6.26984,-0.461719195,0,0.407495505,-0.744196284,-1.102810761,0,1,0,1,VERMONT,-0.991914247,0,,,0,0,1,6.00E+05,0.934,0.01,0.015,0.02,0.098,0,0,0,0.207,0.085,0.107,0.271,0.16,0.171,0.487,0.513,8400,66471,54531,20107,180,0,246,0,1523
47,2,,,11,12,28,2014,VA,83.17372,0.154513751,0,0.990820346,-0.167321802,-0.17839589,1,0,0,1,VIRGINIA,0.915776201,0,,,9,10,26,8006000,0.631,0.187,0.088,0.062,0.089,0.215,0.152,0.084,0.242,0.092,0.122,0.276,0.129,0.14,0.484,0.516,115300,80325,44288,272439,43253,563,48096,749,7001
48,24,,,35,33,44,2014,WA,70.54196,1.22276545,0,0.231866216,-0.113365723,0.131197812,0,1,0,1,WASHINGTON,-0.72695724,0,,,11,9,20,6887600,0.703,0.033,0.122,0.078,0.105,0.229,0.227,0.135,0.24,0.092,0.128,0.268,0.132,0.141,0.497,0.503,133000,76673,42120,287804,6618,62,10281,184,19419
49,1,,,8,7,10,2014,WV,18.48514,0.205358354,0,-1.858122326,-0.787481659,1.507450312,0,1,0,1,WEST VIRGINIA,-0.705760679,0,,,7,6,9,1791600,0.929,0.035,0.012,0.01,0.171,0.301,0.316,0.187,0.217,0.087,0.106,0.262,0.149,0.179,0.492,0.508,19600,49643,28993,63078,1101,4,1748,24,1835
50,9,,,10,10,17,2014,WI,57.58377,1.493445201,0,0.126060278,-0.325390095,-0.417033717,1,0,1,0,WISCONSIN,-0.430205393,1,,,1,1,8,5603600,0.824,0.059,0.064,0.026,0.095,0.351,0.274,0.213,0.238,0.092,0.115,0.267,0.137,0.151,0.494,0.506,97300,67186,26968,204126,13962,162,15464,164,6057
51,0,,,3,3,3,2014,WY,5.83642,-1.193252449,0,-0.129887283,-0.471454454,1.757864796,1,0,1,0,WYOMING,-0.981315966,0,,,3,3,3,568500,0.843,0.011,0.097,0.01,0.093,0,0.297,0.278,0.248,0.093,0.129,0.253,0.143,0.135,0.507,0.493,9700,70230,36479,14774,45,0,376,0,798
1,0,17,19,21,18,39,2015,AL,48.53875,-1.050421107,0,-1.32727209,-0.323404977,1.087161115,1,0,1,0,ALABAMA,1.742442062,0,17,19,21,18,39,4730100,0.662,0.265,0.04,0.012,0.133,0.307,0.344,0.124,0.243,0.09,0.115,0.261,0.134,0.158,0.481,0.519,107500,54695,29180,194005,42610,649,38418,473,3970
2,2,4,5,5,4,5,2015,AK,7.37709,0.262412984,1,1.950034702,-0.276959872,0.483974086,1,0,0,0,ALASKA,-0.72695724,0,2,3,3,2,3,4730100,0.615,0.032,0.067,0.069,0.076,0,0,0,0.271,0.111,0.136,0.251,0.131,0.1,0.514,0.486,13900,88430,51944,29362,363,0,1073,21,1956
3,33,42,44,43,41,45,2015,AZ,68.17565,-0.002734457,0,-0.498494609,2.448580671,-0.302767842,1,0,1,0,ARIZO,-0.652769278,0,9,11,10,8,12,4730100,0.558,0.04,0.307,0.031,0.114,0.243,0.255,0.126,0.251,0.095,0.117,0.25,0.121,0.166,0.49,0.51,136300,61644,39483,253937,7891,116,9308,416,9896
4,0,5,5,6,5,11,2015,AR,29.77853,-0.72174745,1,-1.510504842,-0.463978438,1.154258452,1,0,1,0,ARKANSAS,0.576631233,0,5,5,6,5,11,4730100,0.731,0.155,0.071,0.014,0.146,0.333,0.368,0.193,0.25,0.09,0.116,0.256,0.128,0.159,0.486,0.514,73200,52096,26731,97728,13436,199,15317,176,2560
5,130,190,211,213,196,267,2015,CA,389.9394,1.810210281,1,0.721058041,1.991774567,2.575904706,0,1,0,1,CALIFORNIA,-0.493795074,0,60,81,83,66,137,4730100,0.378,0.054,0.389,0.141,0.101,0.225,0.21,0.114,0.246,0.1,0.132,0.269,0.12,0.133,0.493,0.507,550600,84199,43087,1782151,82367,1842,89299,2409,115738
6,14,29,32,30,28,30,2015,CO,54.48819,0.150705314,1,1.03804749,0.045106517,0.135028344,0,0,0,1,COLORADO,-0.673965839,0,15,18,16,14,16,4730100,0.686,0.039,0.214,0.03,0.082,0.191,0.195,0.167,0.245,0.093,0.136,0.268,0.128,0.131,0.498,0.502,120000,77428,42150,178341,6192,48,7255,106,9953
7,0,2,4,4,2,4,2015,CT,35.8473,-0.217361153,0,1.711971342,0.354430654,0.365709028,0,1,0,1,CONNECTICUT,-0.038069023,1,2,4,4,2,4,4730100,0.68,0.099,0.155,0.043,0.058,0.187,0.252,0.062,0.229,0.087,0.108,0.278,0.142,0.156,0.487,0.513,61000,92047,42917,155430,13838,567,17262,215,4047
8,3,3,4,4,3,7,2015,DE,9.44076,0.115911934,0,0.091362785,-0.007249521,-0.281649603,0,1,0,1,DELAWARE,1.159536647,0,0,1,1,0,4,4730100,0.632,0.209,0.091,0.039,0.079,0.227,0.299,0.092,0.231,0.09,0.115,0.258,0.138,0.169,0.479,0.522,22700,71856,47242,33141,4751,62,5466,75,953
9,,,,,,,2015,,,,,,,,,,,,DISTRICT OF COLUMBIA,,,,,,,,4730100,0.355,0.472,0.107,0.037,0.069,0.252,0.127,0.107,0.189,0.105,0.212,0.27,0.111,0.113,0.475,0.525,10600,113632,40677,34512,13065,191,13175,295,7298
10,0,61,71,82,66,87,2015,FL,202.44914,-0.084108513,1,-0.865067204,1.023603749,-0.482176286,1,0,1,0,FLORIDA,0.555434672,0,61,71,82,66,87,4730100,0.552,0.153,0.247,0.027,0.111,0.249,0.206,0.125,0.215,0.086,0.112,0.259,0.133,0.196,0.484,0.516,375800,57539,34664,845533,113304,2105,117346,2630,35900
11,6,29,39,40,30,52,2015,GA,101.99398,-0.78107789,0,-0.656989333,-0.092855736,-0.513784123,1,0,1,0,GEORGIA,2.187569833,0,23,33,34,24,46,4730100,0.54,0.307,0.093,0.038,0.112,0.25,0.271,0.107,0.263,0.092,0.12,0.277,0.121,0.127,0.482,0.518,540000,63965,36655,440556,111147,1344,103693,1830,13790
12,2,2,5,4,2,6,2015,HI,14.25157,-0.101556317,0,0.815083965,4.073220786,-1.712070026,0,1,0,1,HAWAII,-0.885931444,0,0,3,2,0,4,4730100,0.217,0.015,0.101,0.369,0.101,0,0.171,0.104,0.233,0.089,0.125,0.252,0.131,0.17,0.49,0.51,28300,87777,62115,39327,562,0,636,14,7620
13,2,7,8,8,6,8,2015,ID,16.52828,-1.018877744,0,-0.565319411,-0.404931529,-0.219028272,1,0,1,0,IDAHO,-1.034307368,0,5,6,6,4,6,4730100,0.828,0.01,0.119,0.011,0.129,0,0.21,0.13,0.276,0.092,0.115,0.246,0.125,0.147,0.497,0.503,48700,57628,37928,50005,344,0,370,10,1966
14,6,21,23,23,22,31,2015,IL,128.39047,0.766943586,0,0.375903651,-0.132699624,-1.13674437,0,1,1,0,ILLINOIS,0.407058748,0,15,17,17,16,25,4730100,0.619,0.139,0.17,0.052,0.087,0.287,0.2,0.117,0.243,0.094,0.124,0.27,0.129,0.141,0.487,0.513,215100,73408,33730,562783,83983,1277,82374,1289,13177
15,5,19,21,22,20,35,2015,IN,66.12768,-0.748760596,0,-0.526873732,-0.228149982,-0.998376172,1,0,1,0,INDIA,-0.133453545,0,14,16,17,15,30,4730100,0.801,0.09,0.066,0.02,0.12,0.299,0.274,0.182,0.253,0.095,0.114,0.262,0.132,0.145,0.49,0.51,166000,61173,30349,239622,23203,324,22147,300,5863
16,4,5,5,5,5,10,2015,IA,31.21997,-0.257898883,0,0.423237887,-0.503796141,0.429676292,0,0,1,0,IOWA,-0.73755552,0,1,1,1,1,6,4730100,0.869,0.031,0.056,0.022,0.104,0.364,0.309,0.257,0.246,0.092,0.116,0.252,0.136,0.158,0.495,0.505,46700,64778,28670,74373,2818,0,3405,128,3081
17,1,9,11,13,10,22,2015,KS,29.06721,-0.798674942,0,-0.218237383,-0.614059575,-0.218178209,1,0,1,0,KANSAS,-0.472598514,0,8,10,12,9,21,4730100,0.765,0.057,0.116,0.029,0.1,0.261,0.209,0.162,0.264,0.093,0.119,0.251,0.13,0.144,0.493,0.507,37400,66166,33677,80555,4764,42,5311,80,2588
18,5,16,19,18,16,22,2015,KY,44.24611,-0.754892825,0,-1.554519256,-0.653951213,-0.137252182,0,0,0,1,KENTUCKY,-0.250034628,0,11,14,13,11,17,4730100,0.855,0.078,0.033,0.014,0.166,0.292,0.304,0.143,0.242,0.09,0.112,0.267,0.136,0.152,0.489,0.511,103700,55688,29358,162871,11184,105,11500,189,4538
19,10,27,27,30,26,46,2015,LA,46.6896,-0.600495268,1,-1.175952465,0.413471169,-0.220388374,1,0,1,0,LOUISIA,2.293552636,0,17,17,20,16,36,4730100,0.594,0.318,0.049,0.017,0.126,0.317,0.244,0.145,0.255,0.096,0.126,0.253,0.13,0.14,0.483,0.517,114600,58260,27756,166201,40303,557,42898,504,4081
20,2,2,2,2,2,4,2015,ME,13.29453,-0.771550056,1,-0.658274425,-0.700703052,-1.042314589,0,0,1,0,MAINE,-0.981315966,0,0,0,0,0,2,4730100,0.937,0.011,0.015,0.011,0.12,0.491,0.219,0,0.2,0.08,0.1,0.269,0.161,0.19,0.489,0.511,10100,60643,23453,43256,361,3,728,0,2372
21,9,15,17,20,16,24,2015,MD,59.94983,-0.199421661,0,1.787470518,0.975719891,-1.157052896,0,1,1,0,MARYLAND,1.986202508,0,6,8,11,7,15,4730100,0.519,0.288,0.095,0.064,0.068,0.149,0.149,0.074,0.237,0.091,0.122,0.277,0.133,0.141,0.48,0.52,104500,94111,59021,219768,50782,1475,52687,1310,8390
22,0,9,10,12,9,13,2015,MA,67.8424,1.027932149,0,1.173517643,-0.138375548,-0.572375422,0,1,1,0,MASSACHUSETTS,-0.366615711,0,9,10,12,9,13,4730100,0.731,0.067,0.111,0.063,0.076,0.203,0.276,0.135,0.218,0.091,0.125,0.275,0.138,0.153,0.485,0.515,86900,92207,42959,254379,15896,212,15812,405,21135
23,20,16,20,19,16,43,2015,MI,99.17715,0.659795242,1,-0.289131645,-0.443940443,-1.350958409,1,0,1,0,MICHIGAN,0.364665627,0,-4,0,-1,-4,23,4730100,0.757,0.136,0.049,0.029,0.12,0.327,0.233,0.156,0.235,0.095,0.111,0.261,0.141,0.159,0.489,0.511,250200,60899,29678,443309,60200,781,63339,839,10516
24,6,12,13,14,12,14,2015,MN,54.82435,0.19763154,0,1.266579748,-0.442326097,-0.44561737,0,0,0,1,MINNESOTA,-0.483196794,0,6,7,8,6,8,4730100,0.811,0.057,0.051,0.048,0.07,0.33,0.214,0.168,0.246,0.085,0.125,0.265,0.135,0.144,0.497,0.503,121600,75507,30314,153069,9383,54,11441,55,7546
25,0,8,12,14,9,20,2015,MS,29.8939,-0.852592111,0,-1.806183176,-0.314072741,-0.186839208,1,0,1,0,MISSISSIPPI,2.897654611,0,8,12,14,9,20,4730100,0.573,0.377,0.027,0.01,0.132,0.345,0.298,0.141,0.263,0.094,0.109,0.257,0.128,0.148,0.478,0.522,71900,49283,26549,130561,39598,417,35584,377,1983
26,15,21,21,24,21,37,2015,MO,60.76204,0.12662876,1,0.245573868,-0.424943089,-0.200021728,1,0,0,1,MISSOURI,0.142101742,0,6,6,9,6,22,4730100,0.802,0.113,0.039,0.019,0.122,0.272,0.267,0.121,0.243,0.093,0.116,0.257,0.136,0.155,0.488,0.512,106000,60797,31977,208408,24356,503,26646,224,6482
27,0,4,4,4,4,5,2015,MT,10.32073,-0.847576596,1,-0.589843257,-0.567526511,-0.49218195,1,0,0,1,MONTA,-1.044905648,0,4,4,4,4,5,4730100,0.869,0,0.036,0.01,0.124,0,0.147,0,0.229,0.092,0.114,0.243,0.149,0.173,0.502,0.498,14700,59004,31074,30065,21,0,132,0,1709
28,1,8,9,10,8,16,2015,NE,18.93765,-0.342212095,1,0.382436204,-0.691745279,1.393400151,1,0,1,0,NEBRASKA,-0.589179597,0,7,8,9,7,15,4730100,0.802,0.048,0.104,0.02,0.091,0.321,0.241,0.207,0.264,0.094,0.119,0.249,0.129,0.146,0.496,0.504,22300,67891,29967,42687,2236,20,2483,26,2744
29,17,19,19,20,19,22,2015,NV,28.83758,-0.291670962,1,-0.524196456,2.743056881,-0.405319647,1,0,1,0,NEVADA,-0.218239787,0,2,2,3,2,5,4730100,0.506,0.081,0.282,0.08,0.104,0.267,0.205,0.105,0.243,0.09,0.126,0.271,0.124,0.148,0.497,0.503,38300,66673,37566,137875,8141,276,10007,200,8743
30,0,3,3,4,3,5,2015,NH,13.30111,-3.210678702,0,2.010326951,-0.71960885,-0.928264428,1,0,0,1,NEW HAMPSHIRE,-0.938922845,0,3,3,4,3,5,4730100,0.913,0.011,0.033,0.025,0.073,0.228,0.185,0.093,0.213,0.083,0.105,0.279,0.157,0.163,0.495,0.505,10900,81842,50103,38067,352,0,500,0,1445
31,13,15,24,24,18,31,2015,NJ,89.35421,0.658675675,0,1.226634794,0.10568398,-0.810595058,0,1,1,0,NEW JERSEY,0.258682825,0,2,11,11,5,18,4730100,0.562,0.124,0.197,0.095,0.061,0.181,0.2,0.066,0.237,0.086,0.114,0.282,0.134,0.148,0.486,0.514,183500,95042,46546,378569,46069,936,45239,1173,10098
32,5,20,21,20,20,25,2015,NM,20.80328,-1.219796979,0,-1.261946562,-0.136254366,1.565467133,0,0,1,0,NEW MEXICO,-0.875333164,0,15,16,15,15,20,4730100,0.383,0.017,0.482,0.014,0.124,0.241,0.257,0.109,0.255,0.093,0.116,0.243,0.132,0.16,0.492,0.508,25000,55284,38146,82100,1330,30,1069,19,2629
33,15,19,27,28,19,30,2015,NY,197.47183,1.495078815,0,0.118028451,0.592327611,-0.355566472,0,0,0,1,NEW YORK,0.438853589,1,4,12,13,4,15,4730100,0.559,0.142,0.189,0.085,0.098,0.223,0.254,0.159,0.225,0.095,0.13,0.271,0.131,0.149,0.484,0.516,216700,81547,41615,771773,95471,2234,103458,2337,88250
34,1,23,26,28,23,33,2015,NC,100.35186,0.472700683,0,-0.653883693,-0.035202091,0.683644512,1,0,1,0,NORTH CAROLI,1.170134928,0,22,25,27,22,32,4730100,0.638,0.212,0.091,0.027,0.116,0.249,0.327,0.117,0.244,0.09,0.115,0.271,0.129,0.151,0.483,0.517,151200,59651,32798,420248,76381,1461,76950,1141,10685
35,0,1,1,1,1,2,2015,ND,7.56835,-1.701546573,0,0.054844743,-0.680874113,-0.123632278,1,0,1,0,NORTH DAKOTA,-0.875333164,0,1,1,1,1,2,4730100,0.862,0.014,0.034,0.012,0.099,0,0,0,0.246,0.108,0.136,0.24,0.129,0.141,0.509,0.491,10100,73803,29525,10376,57,0,263,0,1305
36,2,29,36,39,31,52,2015,OH,116.0509,0.802303892,1,-0.385727754,-0.402326674,-0.544669631,1,0,1,0,OHIO,0.195093143,0,27,34,37,29,50,4730100,0.799,0.12,0.035,0.02,0.113,0.323,0.267,0.151,0.24,0.088,0.115,0.261,0.139,0.157,0.488,0.512,331500,63617,28003,436910,52104,840,59329,807,11182
37,10,32,37,39,34,49,2015,OK,39.07414,0.088925997,1,-1.052262325,-0.518833081,2.142164251,1,0,1,0,OKLAHOMA,-0.32422259,0,22,27,29,24,39,4730100,0.667,0.069,0.101,0.02,0.125,0.287,0.252,0.183,0.263,0.091,0.123,0.249,0.127,0.147,0.491,0.509,73100,58564,30560,106196,7080,133,7114,91,3777
38,3,15,17,18,15,19,2015,OR,40.24634,-0.081175708,0,0.420988975,-0.109316799,0.556668667,0,1,0,1,OREGON,-0.896529724,0,12,14,15,12,16,4730100,0.767,0.017,0.127,0.04,0.127,0.359,0.258,0.142,0.224,0.089,0.124,0.262,0.137,0.165,0.492,0.508,82900,67070,32481,171217,2206,125,3231,54,13226
39,11,18,24,24,19,48,2015,PA,127.91904,0.605283123,0,0.373333467,-0.644129197,-0.50891963,1,0,0,1,PENNSYLVANIA,0.025520659,0,7,13,13,8,37,4730100,0.776,0.102,0.067,0.033,0.09,0.278,0.31,0.154,0.224,0.086,0.115,0.261,0.143,0.17,0.486,0.514,374200,66959,32493,469804,49962,745,53439,814,15421
40,0,0,1,0,0,1,2015,RI,10.55607,-0.937609965,0,-0.128709282,-0.120398389,-1.674336661,0,1,0,1,RHODE ISLAND,-0.514991635,0,0,1,0,0,1,4730100,0.733,0.052,0.146,0.033,0.095,0.193,0.285,0.212,0.216,0.096,0.12,0.268,0.142,0.159,0.484,0.516,25300,80080,36209,43777,2324,4,1901,44,1111
41,11,19,21,21,20,34,2015,SC,48.94834,-0.418577419,0,-1.129046593,-0.131498593,-0.340681777,1,0,1,0,SOUTH CAROLI,1.795433463,0,8,10,10,9,23,4730100,0.64,0.27,0.053,0.014,0.116,0.26,0.271,0.174,0.236,0.094,0.112,0.26,0.135,0.164,0.482,0.518,70100,55906,30221,202683,44976,945,46995,699,5354
42,2,3,2,3,2,5,2015,SD,8.57919,-1.701640368,1,-0.196819177,-0.720858637,0.298518607,1,0,1,0,SOUTH DAKOTA,-0.928324565,0,1,0,1,0,3,4730100,0.829,0.014,0.034,0.012,0.087,0.478,0,0,0.262,0.089,0.119,0.241,0.136,0.155,0.501,0.499,15000,64701,31758,18447,288,0,188,0,1036
43,10,20,21,24,22,26,2015,TN,65.95056,-0.563471751,0,-1.025168294,0.062012638,0.184554684,1,0,1,0,TENNESSEE,0.682614035,0,10,11,14,12,16,4730100,0.745,0.166,0.051,0.016,0.139,0.257,0.296,0.086,0.241,0.091,0.116,0.266,0.132,0.154,0.484,0.516,119900,57029,32344,246810,38007,645,35399,530,9123
44,52,100,112,115,106,197,2015,TX,274.29639,0.397019644,0,-0.046035007,0.252516348,2.636578614,1,0,1,0,TEXAS,0.152700022,0,48,60,63,54,145,4730100,0.43,0.115,0.391,0.045,0.086,0.213,0.227,0.107,0.28,0.097,0.129,0.265,0.113,0.117,0.491,0.509,687300,69068,39345,846793,85492,1561,91192,1374,23678
