state_id,police_homicide,police_homicide_wp,police_homicide_guardian,police_homicide_mpv,police_homicide_kbp,police_homicide_fatal,year,state_abb,pop_100000,std_squire_capacity,termEct,std_med_income,std_employees,std_police_ideal,repLeg,demLeg,repGov,demGov,state,std_black,invLaw,wapost_fbi_dif,guard_fbi_dif,mpv_fbi_dif,kbp_fbi_dif,fatal_fbi_dif,total_pop,white_pop,black_pop,hispanic_pop,asian_pop,white_pov,black_pov,hispanic_pov,asian_pov,children_0_18,adults_19_25,adults_26_34,adults_35.54,adults_55.64,adults_65up,male_pop,female_pop,total_.incar,income,black_income,unemployment,black_female_16_65_unemp,black_female_65up_unemp,black_male_16_65_unemp,black_male_65up_unemp,homeless
45,3,10,10,11,9,11,2015,UT,29.90632,-1.099910752,0,1.001850722,-0.265729952,-0.02921858,1,0,1,0,UTAH,-0.970717686,1,7,7,8,6,8,4730100,0.79,0.011,0.137,0.024,0.091,0.335,0.189,0.204,0.321,0.11,0.131,0.239,0.095,0.103,0.502,0.498,25500,72981,38900,73776,696,0,873,0,3025
46,0,1,1,1,1,1,2015,VT,6.26088,-1.431101678,0,0.277486995,-0.717172422,-1.102810761,0,1,0,1,VERMONT,-0.960119406,0,1,1,1,1,1,4730100,0.936,0.012,0.015,0.013,0.09,0,0,0,0.201,0.083,0.113,0.266,0.162,0.176,0.494,0.506,8000,66833,50417,17564,157,0,192,0,1523
47,8,18,22,22,19,34,2015,VA,83.67587,-0.767195456,0,0.490812327,-0.08650329,-0.17839589,1,0,0,1,VIRGINIA,0.915776201,0,10,14,14,11,26,4730100,0.628,0.185,0.09,0.064,0.089,0.197,0.144,0.08,0.241,0.09,0.121,0.274,0.13,0.144,0.483,0.517,114400,80615,44562,256110,42301,611,45826,803,7001
48,6,16,23,21,16,20,2015,WA,71.6029,-0.124596762,0,1.107335386,-0.12104722,0.131197812,0,0,0,1,WASHINGTON,-0.71635896,0,10,17,15,10,14,4730100,0.699,0.035,0.123,0.079,0.103,0.232,0.221,0.112,0.237,0.091,0.13,0.265,0.132,0.145,0.497,0.503,130600,77441,42200,258544,5949,65,9106,180,19419
49,1,10,12,11,10,14,2015,WV,18.41053,-0.992838606,0,-1.507720476,-0.776365769,1.507450312,1,0,0,1,WEST VIRGINIA,-0.684564119,0,9,11,10,9,13,4730100,0.928,0.034,0.013,0.01,0.173,0.276,0.207,0.178,0.216,0.086,0.104,0.262,0.149,0.183,0.49,0.51,20100,49830,29202,59495,1227,8,1685,29,1835
50,7,11,12,11,11,18,2015,WI,57.67891,-0.566336088,0,-0.158266406,-0.318281004,-0.417033717,1,0,1,0,WISCONSIN,-0.430205393,1,4,5,4,4,11,4730100,0.821,0.06,0.066,0.027,0.088,0.32,0.227,0.15,0.236,0.088,0.114,0.265,0.141,0.155,0.495,0.505,100600,67795,27099,178211,13080,170,14405,150,6057
51,0,6,6,6,6,7,2015,WY,5.86555,-1.983360003,0,0.430734259,-0.484271003,1.757864796,1,0,1,0,WYOMING,-1.002512527,0,6,6,6,6,7,568900,0.843,0.01,0.099,0.01,0.098,0,0,0,0.256,0.092,0.123,0.244,0.142,0.142,0.495,0.505,9900,71157,38958,13914,16,0,312,0,798
1,0,25,27,28,25,38,2016,AL,48.633,-1.050421107,0,-1.036841217,-0.315509207,1.087161115,1,0,1,0,ALABAMA,1.731843782,0,25,27,28,25,38,4730100,0.66,0.265,0.041,0.012,0.121,0.279,0.319,0.118,0.241,0.09,0.115,0.258,0.135,0.161,0.481,0.519,99800,55873,30180,172822,38609,490,35313,459,4111
2,6,7,8,7,8,10,2016,AK,7.41894,0.262412984,1,2.015467321,-0.280226025,0.483974086,1,0,0,0,ALASKA,-0.779948641,0,1,2,1,2,4,714900,0.614,0.029,0.067,0.06,0.068,0,0.178,0,0.272,0.102,0.142,0.251,0.132,0.103,0.517,0.483,12900,90966,53800,28107,378,0,881,22,1940
3,33,50,50,52,50,64,2016,AZ,69.31071,-0.002734457,0,0.021111069,2.476126749,-0.302767842,1,0,1,0,ARIZO,-0.652769278,0,17,17,19,17,31,6760900,0.555,0.04,0.309,0.032,0.11,0.211,0.238,0.136,0.249,0.094,0.118,0.246,0.121,0.172,0.492,0.508,137500,63012,39991,229353,7104,172,7926,268,9707
4,5,15,22,23,18,30,2016,AR,29.88248,-0.72174745,1,-1.17755883,-0.454323349,1.154258452,1,0,1,0,ARKANSAS,0.555434672,0,10,17,18,13,25,2895400,0.73,0.153,0.073,0.014,0.138,0.288,0.255,0.129,0.253,0.091,0.113,0.251,0.129,0.163,0.488,0.512,72100,53342,28004,86476,12256,130,12987,222,2463
5,102,138,161,166,148,204,2016,CA,392.50017,1.810210281,1,1.042438222,2.00843705,2.575904706,0,1,0,1,CALIFORNIA,-0.504393354,1,36,59,64,46,102,38442400,0.375,0.054,0.39,0.142,0.096,0.223,0.19,0.113,0.245,0.098,0.133,0.267,0.121,0.137,0.494,0.506,536100,86568,44192,1585372,74523,1553,80760,2177,118142
6,22,31,32,32,32,36,2016,CO,55.40545,0.150705314,1,1.463198879,0.088407076,0.135028344,0,0,0,1,COLORADO,-0.663367558,1,9,10,10,10,14,5398100,0.687,0.039,0.213,0.031,0.081,0.19,0.172,0.116,0.241,0.093,0.135,0.268,0.128,0.135,0.499,0.501,121900,79776,44366,156309,5553,59,6159,109,10550
7,2,4,5,6,5,15,2016,CT,35.76452,-0.217361153,0,2.036885527,0.321853122,0.365709028,0,1,0,1,CONNECTICUT,-0.038069023,1,2,3,4,3,13,3465100,0.676,0.098,0.158,0.045,0.058,0.182,0.194,0.096,0.225,0.088,0.11,0.272,0.145,0.16,0.486,0.514,59600,94523,43732,139180,12726,507,15554,295,3902
8,0,1,1,1,1,1,2016,DE,9.52065,0.115911934,0,0.122419183,-0.05235189,-0.281649603,0,1,0,1,DELAWARE,1.180733208,0,1,1,1,1,1,924300,0.63,0.207,0.092,0.04,0.08,0.151,0.287,0.085,0.228,0.081,0.121,0.253,0.141,0.176,0.48,0.52,22400,72470,47450,30885,4303,153,5126,99,1070
9,,,,,,,2016,,,,,,,,,,,,DISTRICT OF COLUMBIA,,,,,,,,644400,0.359,0.468,0.111,0.037,0.076,0.281,0.217,0.14,0.192,0.102,0.211,0.27,0.107,0.119,0.471,0.529,10400,118203,40560,32062,12671,187,12037,309,8350
10,0,60,73,78,68,111,2016,FL,206.12439,-0.084108513,1,-0.613296193,1.145406388,-0.482176286,1,0,1,0,FLORIDA,0.534238112,0,60,73,78,68,111,20144000,0.547,0.151,0.251,0.027,0.106,0.227,0.19,0.123,0.213,0.085,0.113,0.255,0.134,0.2,0.485,0.515,366000,59209,35722,741449,101509,2047,105045,2085,33559
11,5,26,30,29,28,51,2016,GA,103.10371,-0.78107789,0,-0.361525181,-0.082258112,-0.513784123,1,0,1,0,GEORGIA,2.229962954,0,21,25,24,23,46,10001000,0.534,0.308,0.094,0.038,0.107,0.223,0.24,0.123,0.261,0.091,0.121,0.273,0.122,0.133,0.481,0.519,,65914,37887,392962,100487,1404,94972,1568,12909
12,5,6,7,7,6,7,2016,HI,14.28557,-0.101556317,0,1.631010523,6.413365493,-1.712070026,0,1,0,1,HAWAII,-0.907128004,0,1,2,2,1,2,1364600,0.211,0.013,0.102,0.376,0.082,0,0.109,0.1,0.232,0.082,0.123,0.254,0.135,0.175,0.492,0.508,27500,90877,66009,35899,608,0,383,20,7921
13,0,6,5,6,7,9,2016,ID,16.8314,-1.018877744,0,-0.036289723,-0.393174519,-0.219028272,1,0,1,0,IDAHO,-1.023709087,0,6,5,6,7,9,1650700,0.825,0.01,0.123,0.014,0.127,0,0.243,0,0.274,0.088,0.118,0.242,0.124,0.153,0.496,0.504,48800,59554,41690,43389,401,8,295,13,2247
14,5,26,29,33,28,53,2016,IL,128.01539,0.766943586,0,0.480103224,-0.165464403,-1.13674437,0,1,1,0,ILLINOIS,0.396460468,1,21,24,28,23,48,12491200,0.618,0.137,0.171,0.053,0.089,0.268,0.167,0.111,0.242,0.09,0.125,0.267,0.131,0.145,0.488,0.512,204200,75354,34404,504167,77845,1594,77045,1011,11590
15,7,14,20,19,15,25,2016,IN,66.33053,-0.748760596,0,-0.086622507,-0.273046303,-0.998376172,1,0,1,0,INDIA,-0.112256985,0,7,13,12,8,18,6431400,0.798,0.091,0.068,0.021,0.111,0.279,0.242,0.226,0.252,0.094,0.115,0.257,0.133,0.149,0.49,0.51,159900,62593,31171,211067,21185,362,21369,336,5798
16,5,5,5,5,5,21,2016,IA,31.34693,-0.257898883,0,0.234650583,-0.497205286,0.429676292,0,0,1,0,IOWA,-0.71635896,0,0,0,0,0,16,3030400,0.866,0.033,0.057,0.024,0.096,0.291,0.243,0.143,0.244,0.091,0.116,0.251,0.135,0.163,0.495,0.505,46700,66527,29802,68229,2495,0,2944,96,3064
17,0,10,11,11,9,20,2016,KS,29.07289,-0.798674942,0,-0.00994533,-0.621819109,-0.218178209,1,0,1,0,KANSAS,-0.504393354,0,10,11,11,9,20,2817000,0.765,0.056,0.117,0.027,0.1,0.275,0.182,0.118,0.262,0.096,0.116,0.248,0.13,0.148,0.494,0.506,38500,67823,33887,71664,4011,45,4562,82,2255
18,7,18,22,23,20,24,2016,KY,44.36974,-0.754892825,0,-1.235173804,-0.665660271,-0.137252182,0,0,1,0,KENTUCKY,-0.228838067,0,11,15,16,13,17,4287700,0.852,0.08,0.034,0.014,0.168,0.313,0.327,0.156,0.242,0.09,0.113,0.263,0.137,0.155,0.488,0.512,97900,56922,30418,145275,9836,120,9911,143,4237
19,4,19,22,25,20,30,2016,LA,46.81666,-0.600495268,1,-1.574973642,0.381127766,-0.220388374,1,0,1,0,LOUISIA,2.314749196,0,15,18,21,16,26,4530500,0.594,0.318,0.049,0.017,0.126,0.34,0.242,0.169,0.255,0.093,0.126,0.252,0.13,0.145,0.483,0.517,111000,59392,28095,157674,37999,588,40613,410,3994
20,2,2,2,2,2,3,2016,ME,13.31479,-0.771550056,1,-0.647565322,-0.701146385,-1.042314589,0,0,1,0,MAINE,-0.949521126,0,0,0,0,0,1,1293800,0.936,0.015,0.015,0.012,0.12,0.49,0.134,0,0.205,0.072,0.107,0.263,0.161,0.193,0.486,0.514,10300,61950,27794,37610,395,0,627,0,2241
21,9,15,16,19,16,25,2016,MD,60.16447,-0.199421661,0,1.805247629,0.975531096,-1.157052896,0,1,1,0,MARYLAND,2.017997349,0,6,7,10,7,16,5856500,0.514,0.293,0.098,0.063,0.069,0.128,0.127,0.077,0.238,0.085,0.124,0.274,0.134,0.146,0.48,0.52,99000,95994,60593,199478,44972,1294,48586,1232,7689
22,0,12,14,14,13,16,2016,MA,68.11779,1.027932149,0,1.64525363,-0.118391352,-0.572375422,0,1,1,0,MASSACHUSETTS,-0.377213991,0,12,14,14,13,16,6570600,0.726,0.067,0.114,0.063,0.067,0.189,0.264,0.142,0.218,0.089,0.127,0.27,0.138,0.158,0.486,0.515,82900,95052,44117,229123,14349,161,15303,359,19608
23,10,13,16,18,14,42,2016,MI,99.283,0.659795242,1,0.02014725,-0.421265783,-1.350958409,1,0,1,0,MICHIGAN,0.354067347,0,3,6,8,4,32,9693500,0.756,0.135,0.049,0.029,0.114,0.291,0.226,0.201,0.232,0.094,0.113,0.257,0.143,0.162,0.489,0.511,,62251,30732,382878,54042,740,56297,788,9316
24,11,14,14,14,14,23,2016,MN,55.19952,0.19763154,0,1.425931201,-0.42924514,-0.44561737,0,0,0,1,MINNESOTA,-0.462000233,0,3,3,3,3,12,5392900,0.807,0.057,0.051,0.049,0.071,0.286,0.192,0.141,0.245,0.085,0.124,0.261,0.136,0.149,0.496,0.504,119500,77618,30703,132959,8392,85,10490,59,7341
25,0,8,11,10,8,17,2016,MS,29.88726,-0.852592111,0,-1.692452502,-0.325270574,-0.186839208,1,0,1,0,MISSISSIPPI,2.929449452,0,8,11,10,8,17,2887300,0.572,0.376,0.028,0.01,0.129,0.319,0.263,0.103,0.262,0.094,0.109,0.255,0.129,0.151,0.476,0.524,65300,50403,27174,121296,36956,417,33816,321,1738
26,11,21,23,23,22,41,2016,MO,60.93,0.12662876,1,-0.202066638,-0.420277763,-0.200021728,1,0,0,1,MISSOURI,0.131503462,0,10,12,12,11,30,5898000,0.798,0.113,0.04,0.019,0.118,0.23,0.237,0.153,0.244,0.087,0.118,0.256,0.137,0.159,0.49,0.51,105900,62242,32923,184682,22025,389,23490,287,6194
27,2,5,5,5,5,5,2016,MT,10.4252,-0.847576596,1,0.018433793,-0.548511174,-0.49218195,1,0,0,1,MONTA,-1.055503928,0,3,3,3,3,3,1015100,0.866,0,0.035,0.01,0.119,0,0.143,0,0.232,0.092,0.108,0.239,0.151,0.178,0.502,0.498,15200,60564,28863,27253,9,0,141,0,1418
28,2,7,8,8,7,16,2016,NE,19.07116,-0.342212095,1,0.264636071,-0.690266334,1.393400151,1,0,1,0,NEBRASKA,-0.599777877,0,5,6,6,5,14,1845000,0.8,0.044,0.106,0.023,0.087,0.281,0.246,0.197,0.259,0.094,0.119,0.25,0.129,0.149,0.496,0.504,23300,69541,30577,38258,1845,37,2185,34,2754
29,4,14,15,15,14,19,2016,NV,29.40058,-0.291670962,1,-0.15762386,2.947621193,-0.405319647,1,0,1,0,NEVADA,-0.186444946,0,10,11,11,10,15,2890400,0.499,0.083,0.285,0.083,0.095,0.214,0.189,0.107,0.242,0.089,0.127,0.266,0.125,0.151,0.498,0.502,39200,68369,37435,124055,7855,280,9364,170,7398
30,2,2,2,2,2,4,2016,NH,13.34795,-3.210678702,0,2.072975204,-0.718587292,-0.928264428,1,0,0,1,NEW HAMPSHIRE,-0.960119406,0,0,0,0,0,2,1291300,0.911,0.011,0.035,0.025,0.063,0,0.15,0,0.21,0.082,0.108,0.273,0.158,0.169,0.499,0.501,10800,83641,50362,33531,346,22,457,0,1366
31,12,12,14,17,15,21,2016,NJ,89.44469,0.658675675,0,1.238521898,0.126804333,-0.810595058,0,1,1,0,NEW JERSEY,0.248084544,0,0,2,5,3,9,8762700,0.557,0.125,0.2,0.095,0.064,0.171,0.183,0.064,0.236,0.085,0.115,0.277,0.135,0.152,0.486,0.514,186300,97281,47299,338289,41299,889,41892,1153,8895
32,1,21,22,22,22,29,2016,NM,20.81015,-1.219796979,0,-0.90511925,-0.073900538,1.565467133,0,0,1,0,NEW MEXICO,-0.896529724,0,20,21,21,21,28,2029400,0.379,0.017,0.486,0.015,0.124,0.213,0.241,0,0.248,0.093,0.118,0.243,0.134,0.165,0.489,0.511,30200,55941,41306,75329,1127,0,934,15,2263
33,19,17,25,24,23,30,2016,NY,197.45289,1.495078815,0,0.485564866,0.619787773,-0.355566472,0,0,0,1,NEW YORK,0.428255309,1,-2,6,5,4,11,19221500,0.556,0.142,0.191,0.085,0.096,0.205,0.243,0.168,0.223,0.093,0.131,0.268,0.132,0.153,0.484,0.516,212100,83277,42483,706481,88233,2110,94440,2167,86352
34,5,33,36,39,33,43,2016,NC,101.46788,0.472700683,0,-0.336144607,-0.024520165,0.683644512,1,0,1,0,NORTH CAROLI,1.148938367,0,28,31,34,28,38,9829900,0.636,0.211,0.092,0.027,0.11,0.244,0.278,0.113,0.242,0.087,0.115,0.27,0.131,0.155,0.481,0.519,149300,61102,34040,374408,68515,1536,68635,924,9559
35,0,1,1,1,1,3,2016,ND,7.57952,-1.701546573,0,0.351379805,-0.676399163,-0.123632278,1,0,1,0,NORTH DAKOTA,-0.822341762,0,1,1,1,1,3,725900,0.854,0.026,0.031,0.01,0.085,0,0.272,0,0.243,0.107,0.135,0.241,0.131,0.144,0.512,0.488,10300,76410,28474,10238,81,0,362,0,923
36,1,26,28,28,28,44,2016,OH,116.14373,0.802303892,1,-0.31247749,-0.418522977,-0.544669631,1,0,1,0,OHIO,0.205691423,0,25,27,27,27,43,11278700,0.796,0.121,0.036,0.02,0.11,0.306,0.259,0.154,0.238,0.087,0.116,0.256,0.141,0.161,0.489,0.511,326200,65077,29033,386581,48518,843,54813,737,10404
37,13,26,32,33,26,37,2016,OK,39.23561,0.088925997,1,-0.638248403,-0.509066914,2.142164251,1,0,1,0,OKLAHOMA,-0.32422259,0,13,19,20,13,24,3800800,0.663,0.069,0.103,0.019,0.122,0.288,0.259,0.157,0.263,0.092,0.122,0.246,0.127,0.15,0.491,0.509,74500,60309,31200,101320,6693,119,7228,99,4107
38,4,15,17,18,15,20,2016,OR,40.93465,-0.081175708,0,0.239041315,-0.182011133,0.556668667,0,1,0,1,OREGON,-0.896529724,0,11,13,14,11,16,4014500,0.763,0.017,0.127,0.042,0.111,0.257,0.231,0.149,0.223,0.088,0.127,0.258,0.136,0.169,0.495,0.505,82000,69328,32062,149082,2148,92,3051,97,13238
39,11,22,24,25,23,35,2016,PA,127.84227,0.605283123,0,0.436517174,-0.639024393,-0.50891963,1,0,0,1,PENNSYLVANIA,0.036118939,0,11,13,14,12,24,12364700,0.773,0.103,0.07,0.033,0.093,0.264,0.283,0.133,0.222,0.084,0.119,0.257,0.145,0.173,0.488,0.512,368100,68587,33645,427151,45352,814,49681,707,15339
40,2,2,2,2,2,2,2016,RI,10.56426,-0.937609965,0,0.49531015,-0.110483282,-1.674336661,0,1,0,1,RHODE ISLAND,-0.504393354,0,0,0,0,0,0,1013900,0.728,0.056,0.151,0.033,0.095,0.205,0.232,0.105,0.213,0.096,0.12,0.263,0.145,0.164,0.484,0.516,24300,82124,37046,39616,2172,6,1982,40,1160
41,12,17,18,18,17,28,2016,SC,49.61119,-0.418577419,0,-0.274888538,-0.128421063,-0.340681777,1,0,1,0,SOUTH CAROLI,1.753040342,0,5,6,6,5,16,4805300,0.64,0.267,0.055,0.015,0.101,0.244,0.262,0.107,0.237,0.087,0.116,0.256,0.136,0.169,0.48,0.52,68800,57389,31030,179697,40822,990,41327,564,5051
42,2,4,6,6,6,6,2016,SD,8.65454,-1.701640368,1,0.058592929,-0.719532513,0.298518607,1,0,1,0,SOUTH DAKOTA,-0.907128004,0,2,4,4,4,4,835800,0.827,0.013,0.037,0.015,0.081,0,0.306,0,0.263,0.088,0.123,0.233,0.137,0.157,0.502,0.498,15000,66299,35916,16828,171,0,140,0,1072
43,15,22,25,26,24,37,2016,TN,66.51194,-0.563471751,0,-0.5953049,0.084287006,0.184554684,1,0,1,0,TENNESSEE,0.672015755,0,7,10,11,9,22,6467700,0.744,0.164,0.052,0.018,0.125,0.261,0.287,0.104,0.24,0.088,0.118,0.265,0.132,0.157,0.484,0.516,119400,58570,33293,220704,34608,664,31538,612,8779
44,37,82,93,95,85,165,2016,TX,278.62596,0.397019644,0,0.133128286,0.26184343,2.636578614,1,0,1,0,TEXAS,0.152700022,0,45,56,58,48,128,27178300,0.425,0.115,0.393,0.047,0.089,0.204,0.223,0.108,0.279,0.097,0.13,0.262,0.113,0.12,0.492,0.508,681900,70980,40750,786779,78660,1412,84554,1337,23122
45,3,8,8,9,8,13,2016,UT,30.51217,-1.099910752,0,1.132823052,-0.257794459,-0.02921858,1,0,1,0,UTAH,-0.981315966,1,5,5,6,5,10,2999300,0.788,0.01,0.138,0.024,0.082,0.392,0.18,0.145,0.321,0.108,0.131,0.238,0.097,0.105,0.502,0.498,25400,75170,40622,65750,606,0,825,0,2807
46,0,2,2,2,2,3,2016,VT,6.24594,-1.431101678,0,0.421310248,-0.732259786,-1.102810761,0,1,0,1,VERMONT,-0.960119406,0,2,2,2,2,3,599600,0.935,0.01,0.019,0.011,0.111,0,0,0,0.204,0.085,0.106,0.261,0.159,0.186,0.492,0.508,7400,67938,42935,15699,155,0,205,0,1117
47,11,17,19,20,18,30,2016,VA,84.11808,-0.767195456,0,1.022519291,-0.096452019,-0.17839589,1,0,0,1,VIRGINIA,0.894579641,0,6,8,9,7,19,8080900,0.623,0.185,0.091,0.064,0.086,0.182,0.153,0.072,0.239,0.088,0.121,0.272,0.133,0.149,0.485,0.515,120000,82180,45374,236534,38334,725,40357,721,6268
48,11,26,27,27,27,35,2016,WA,72.88,-0.124596762,0,1.435783575,-0.106080519,0.131197812,0,0,0,1,WASHINGTON,-0.71635896,0,15,16,16,16,24,7124100,0.695,0.034,0.124,0.081,0.092,0.22,0.195,0.096,0.236,0.089,0.13,0.264,0.132,0.149,0.495,0.505,127000,79796,44438,227504,5173,45,8028,140,20827
49,0,12,13,12,12,20,2016,WV,18.31102,-0.992838606,0,-1.3438712,-0.777383408,1.507450312,1,0,0,1,WEST VIRGINIA,-0.684564119,0,12,13,12,12,20,1781700,0.924,0.034,0.014,0.01,0.176,0.245,0.267,0,0.217,0.085,0.104,0.258,0.148,0.188,0.492,0.508,20100,51051,31119,57355,1132,8,1800,19,1387
50,17,17,18,17,17,23,2016,WI,57.78708,-0.566336088,0,0.312077397,-0.329177819,-0.417033717,1,0,1,0,WISCONSIN,-0.430205393,1,0,1,0,0,6,5623300,0.819,0.06,0.067,0.027,0.088,0.313,0.242,0.186,0.234,0.09,0.115,0.258,0.144,0.16,0.494,0.506,100500,69544,27979,155385,12122,150,12428,113,5685
51,0,2,2,2,2,3,2016,WY,5.85501,-1.983360003,0,0.09918043,-0.46773352,1.757864796,1,0,1,0,WYOMING,-0.991914247,0,2,2,2,2,3,569400,0.847,0.01,0.096,0.01,0.105,0,0.178,0,0.255,0.089,0.121,0.245,0.141,0.15,0.505,0.495,9400,71791,44079,14064,101,0,171,0,857
1,,25,,27,25,43,2017,AL,,-0.84667823,0,-0.620042928,-0.665349616,1.087161115,1,0,1,0,ALABAMA,1.742442062,0,,,,,,4741400,0.658,0.266,0.041,0.013,0.117,0.269,0.306,0.193,0.24,0.091,0.113,0.255,0.136,0.165,0.482,0.518,99000,57820,31183,154741,35060,370,32773,389,3793
2,,8,,8,8,12,2017,AK,,0.068108171,1,1.641505444,-0.299097131,0.483974086,1,0,0,0,ALASKA,-0.779948641,0,,,,,,710100,0.61,0.025,0.067,0.066,0.083,0,0,0,0.271,0.09,0.138,0.259,0.13,0.113,0.513,0.487,12600,92952,56696,27521,427,0,755,16,1845
3,,44,,48,47,61,2017,AZ,,0.148624597,0,0.452152465,2.489708771,-0.302767842,1,0,1,0,ARIZO,-0.652769278,0,,,,,,6841300,0.55,0.04,0.313,0.032,0.101,0.23,0.197,0.109,0.247,0.093,0.119,0.245,0.123,0.173,0.492,0.508,137200,65845,42089,206726,6555,160,7186,289,8947
4,,12,,16,14,23,2017,AR,,-0.553549716,1,-0.86463884,-0.486858527,1.154258452,1,0,1,0,ARKANSAS,0.523639831,0,,,,,,2910000,0.725,0.149,0.076,0.017,0.13,0.278,0.237,0.15,0.251,0.091,0.113,0.25,0.13,0.165,0.489,0.511,73100,54979,29299,79153,10893,89,11770,284,2467
5,,162,,186,173,233,2017,CA,,2.041998373,1,1.376776418,2.000935105,2.575904706,0,1,0,1,CALIFORNIA,-0.504393354,1,,,,,,38713900,0.37,0.053,0.393,0.145,0.089,0.204,0.174,0.103,0.242,0.096,0.135,0.266,0.122,0.14,0.494,0.506,532000,90735,46219,1402738,66622,1463,73895,2032,131532
6,,31,,34,33,45,2017,CO,,0.189379322,1,1.849369133,0.10239242,0.135028344,0,0,0,1,COLORADO,-0.673965839,1,,,,,,5461100,0.683,0.038,0.216,0.031,0.083,0.136,0.163,0.086,0.238,0.09,0.139,0.266,0.128,0.14,0.499,0.501,122600,82905,47687,139583,4625,40,4890,57,10940
7,,6,,6,5,17,2017,CT,,-0.240447796,0,1.70029842,0.214430463,0.365709028,0,0,0,1,CONNECTICUT,-0.038069023,1,,,,,,3478700,0.667,0.097,0.163,0.045,0.058,0.147,0.204,0.088,0.222,0.086,0.114,0.267,0.147,0.166,0.486,0.514,56000,97169,45972,125999,11459,553,13701,233,3388
8,,6,,7,7,7,2017,DE,,0.1203301,0,0.579912064,-0.23092267,-0.281649603,0,1,0,1,DELAWARE,1.191331488,0,,,,,,931700,0.626,0.212,0.092,0.04,0.094,0.19,0.202,0.123,0.224,0.084,0.119,0.249,0.143,0.183,0.481,0.519,21800,74688,48850,27774,3875,180,4513,74,994
9,,,,,,,2017,,,,,,,,,,,,DISTRICT OF COLUMBIA,,,,,,,,657600,0.36,0.459,0.11,0.041,0.059,0.249,0.154,0.175,0.191,0.098,0.215,0.269,0.104,0.124,0.471,0.53,9900,122552,41387,29914,11658,205,11148,263,7473
10,,58,,71,61,104,2017,FL,,-0.125704118,1,-0.345033163,0.98789309,-0.482176286,1,0,1,0,FLORIDA,0.544836392,0,,,,,,20532300,0.539,0.151,0.258,0.028,0.1,0.217,0.177,0.135,0.213,0.083,0.114,0.254,0.135,0.202,0.485,0.515,361600,61468,37280,646740,88061,1967,93074,1619,32190
11,,29,,40,32,69,2017,GA,,-0.844717931,0,0.012115422,-0.233851287,-0.513784123,1,0,1,0,GEORGIA,2.208766394,0,,,,,,10121400,0.529,0.309,0.096,0.04,0.099,0.218,0.238,0.097,0.258,0.09,0.12,0.272,0.124,0.136,0.481,0.519,502700,68343,40112,348686,90409,1510,85310,1463,10174
12,,3,,5,3,5,2017,HI,,-0.082455667,0,1.785435788,3.730274732,-1.712070026,0,1,0,1,HAWAII,-0.917726285,1,,,,,,1356100,0.207,0.01,0.102,0.382,0.102,0,0.188,0.095,0.231,0.074,0.125,0.252,0.134,0.184,0.488,0.512,27100,94123,68825,31851,655,0,433,18,7220
13,,6,,6,6,9,2017,ID,,-0.985722076,0,0.35394999,-0.420870731,-0.219028272,1,0,1,0,IDAHO,-1.023709087,0,,,,,,1682100,0.821,0.01,0.124,0.013,0.119,0.602,0.188,0.157,0.273,0.089,0.113,0.244,0.126,0.154,0.501,0.499,50300,61658,37216,37969,356,13,197,15,2037
14,,20,,28,24,40,2017,IL,,0.807779349,0,0.825257613,-0.359609487,-1.13674437,0,1,1,0,ILLINOIS,0.396460468,1,,,,,,12496600,0.613,0.137,0.174,0.054,0.089,0.261,0.152,0.114,0.241,0.089,0.124,0.263,0.132,0.15,0.489,0.511,189000,77913,35572,453712,72060,1673,71112,1048,10798
15,,19,,19,19,42,2017,IN,,-0.691194191,0,0.210983465,-0.581320744,-0.998376172,1,0,1,0,INDIA,-0.112256985,0,,,,,,6459400,0.794,0.091,0.07,0.021,0.11,0.261,0.214,0.17,0.25,0.092,0.117,0.256,0.133,0.153,0.49,0.51,163500,64779,32163,186355,19160,388,19446,274,5438
16,,5,,6,5,15,2017,IA,,-0.401000833,0,0.704458931,-0.475764497,0.429676292,1,0,1,0,IOWA,-0.73755552,0,,,,,,3045600,0.859,0.031,0.059,0.027,0.087,0.329,0.143,0.144,0.248,0.09,0.115,0.248,0.136,0.164,0.493,0.507,47000,69105,30505,62454,2234,0,2791,93,2756
17,,12,,16,14,25,2017,KS,,-0.608863091,0,0.103785344,-0.607394724,-0.218178209,1,0,1,0,KANSAS,-0.504393354,0,,,,,,2817600,0.761,0.053,0.119,0.03,0.098,0.279,0.167,0.161,0.26,0.094,0.117,0.244,0.132,0.153,0.495,0.505,38900,70126,34664,63885,3811,48,4156,91,2287
18,,17,,19,17,30,2017,KY,,-0.690477185,0,-0.594876536,-0.699427676,-0.137252182,1,0,1,0,KENTUCKY,-0.239436348,0,,,,,,4307100,0.849,0.079,0.035,0.015,0.162,0.249,0.26,0.16,0.242,0.088,0.114,0.26,0.137,0.159,0.491,0.509,103000,59071,32160,130615,9192,142,9912,154,4025
19,,19,,22,20,34,2017,LA,,-0.428334736,1,-1.392169254,0.19350815,-0.220388374,1,0,1,0,LOUISIA,2.314749196,0,,,,,,4541500,0.588,0.318,0.052,0.018,0.122,0.337,0.245,0.167,0.255,0.094,0.121,0.251,0.131,0.149,0.482,0.518,111300,60968,28743,147942,34632,621,38162,321,3305
