state_id,police_homicide,police_homicide_wp,police_homicide_guardian,police_homicide_mpv,police_homicide_kbp,police_homicide_fatal,year,state_abb,pop_100000,std_squire_capacity,termect,std_med_income,std_employees,std_police_ideal,repleg,demleg,repgov,demgov,state,std_black,invlaw,wapost_fbi_dif,guard_fbi_dif,mpv_fbi_dif,kbp_fbi_dif,fatal_fbi_dif,total_pop,white_pop,black_pop,hispanic_pop,asian_pop,white_pov,black_pov,hispanic_pov,asian_pov,children_0_18,adults_19_25,adults_26_34,adults_3554,adults_5564,adults_65up,male_pop,female_pop,total_incar,income,black_income,unemployment,black_female_16_65_unemp,black_female_65up_unemp,black_male_16_65_unemp,black_male_65up_unemp,homeless,black_unemp,underreport,black_unemp_per,homeless_per,unemployment_per,total_incar_per,underreport2
3,43,,,49,,71,2013,AZ,66.24617,.6694147,0,-.67476642,2.4707909,-.30276784,1,0,1,0,ARIZO,-.66336757,0,,,6,,28,6465700,.56800002,.039000001,.30199999,.028999999,.113,.243,.29300001,.161,.25799999,.094999999,.119,.252,.12,.155,.49200001,.50800002,132300,61132,39543,291437,7939,187,10266,281,10562,18673,,.002888009,.0016335432,.045074314,.020461822,28
3,29,,,47,39,57,2014,AZ,67.199928,.6694147,0,-.81912518,2.4773996,-.30276784,1,0,1,0,ARIZO,-.67396581,0,,,18,10,28,6556200,.56400001,.039000001,.30500001,.030999999,.11,.25799999,.278,.15000001,.255,.096000001,.117,.25099999,.12,.161,.49000001,.50999999,133600,61328,39266,280332,8171,164,10132,332,9896,18799,,.0028673622,.0015094109,.042758305,.020377658,28
3,33,42,44,43,41,45,2015,AZ,68.175652,-.0027344569,0,-.4984946,2.4485807,-.30276784,1,0,1,0,ARIZO,-.65276927,0,9,11,10,8,12,4730100,.55800003,.039999999,.30700001,.030999999,.114,.243,.255,.126,.25099999,.094999999,.117,.25,.121,.16599999,.49000001,.50999999,136300,61644,39483,253937,7891,116,9308,416,9896,17731,9,.0037485466,.0020921333,.053685334,.028815458,12
3,33,50,50,52,50,64,2016,AZ,69.310707,-.0027344569,0,.021111069,2.4761267,-.30276784,1,0,1,0,ARIZO,-.65276927,0,17,17,19,17,31,6760900,.55500001,.039999999,.30899999,.032000002,.11,.211,.23800001,.13600001,.249,.093999997,.118,.24600001,.121,.17200001,.49200001,.50800002,137500,63012,39991,229353,7104,172,7926,268,9707,15470,17,.0022881569,.0014357556,.033923443,.020337529,31
3,,44,,48,47,61,2017,AZ,,.1486246,0,.45215246,2.4897087,-.30276784,1,0,1,0,ARIZO,-.65276927,0,,,,,,6841300,.55000001,.039999999,.31299999,.032000002,.101,.23,.197,.109,.24699999,.093000002,.119,.245,.123,.17299999,.49200001,.50800002,137200,65845,42089,206726,6555,160,7186,289,8947,14190,,.0020741671,.0013077924,.030217357,.020054668,
4,1,,,14,,20,2013,AR,29.58663,.27129492,1,-1.8188199,-.48703638,1.1542585,1,0,0,1,ARKANSAS,.56603295,0,,,13,,19,2868600,.73799998,.154,.068999998,.012,.149,.34599999,.31400001,.131,.255,.089000002,.118,.259,.127,.153,.491,.509,69900,51497,26255,112297,15260,146,17049,270,3812,32725,,.011408004,.0013288712,.039146971,.024367288,19
4,0,,,7,6,12,2014,AR,29.669121,.27129492,1,-1.2830435,-.45775503,1.1542585,1,0,0,1,ARKANSAS,.57663125,0,,,7,6,12,2880000,.736,.153,.07,.012,.148,.32300001,.30599999,.15700001,.25600001,.089000002,.115,.25799999,.127,.156,.48699999,.51300001,69100,51972,26733,106664,14414,168,16442,204,2560,31228,,.010843055,.0008888889,.03703611,.023993056,12
4,0,5,5,6,5,11,2015,AR,29.77853,-.72174746,1,-1.5105048,-.46397844,1.1542585,1,0,1,0,ARKANSAS,.57663125,0,5,5,6,5,11,4730100,.73100001,.155,.071000002,.014,.146,.333,.368,.193,.25,.090000004,.116,.25600001,.12800001,.15899999,.486,.514,73200,52096,26731,97728,13436,199,15317,176,2560,29128,5,.0061580092,.00054121477,.020660874,.01547536,11
4,5,15,22,23,18,30,2016,AR,29.882481,-.72174746,1,-1.1775588,-.45432335,1.1542585,1,0,1,0,ARKANSAS,.55543464,0,10,17,18,13,25,2895400,.73000002,.153,.072999999,.014,.138,.28799999,.255,.12899999,.25299999,.090999998,.113,.25099999,.12899999,.163,.48800001,.51200002,72100,53342,28004,86476,12256,130,12987,222,2463,25595,10,.0088398838,.00085065968,.029866684,.024901569,25
4,,12,,16,14,23,2017,AR,,-.55354971,1,-.86463886,-.48685852,1.1542585,1,0,1,0,ARKANSAS,.52363986,0,,,,,,2910000,.72500002,.149,.075999998,.017000001,.13,.278,.237,.15000001,.25099999,.090999998,.113,.25,.13,.16500001,.48899999,.51099998,73100,54979,29299,79153,10893,89,11770,284,2467,23036,,.0079161515,.00084776635,.027200343,.025120275,
5,132,,,192,,279,2013,CA,383.35202,3.0505812,1,.06694603,1.9628385,2.5759046,0,1,0,1,CALIFORNIA,-.48319679,0,,,60,,147,37511300,.389,.055,.38499999,.13600001,.107,.26300001,.23100001,.122,.25299999,.102,.12899999,.273,.116,.126,.49399999,.50599998,600400,82885,43969,2041354,89921,1732,96004,2191,118552,189848,,.0050610881,.0031604343,.054419708,.016005844,147
5,116,,,172,157,239,2014,CA,386.80811,3.0505812,1,.3838284,1.9937649,2.5759046,0,1,0,1,CALIFORNIA,-.49379507,0,,,56,41,123,37981600,.38299999,.054000001,.38800001,.139,.104,.25400001,.228,.116,.25,.101,.131,.271,.118,.12899999,.493,.50700003,589600,83693,43476,1963430,88507,1884,94954,2369,115738,187714,,.0049422351,.0030472123,.05169424,.015523306,123
5,130,190,211,213,196,267,2015,CA,389.93939,1.8102102,1,.72105807,1.9917746,2.5759046,0,1,0,1,CALIFORNIA,-.49379507,0,60,81,83,66,137,4730100,.37799999,.054000001,.389,.141,.101,.22499999,.20999999,.114,.24600001,.1,.132,.26899999,.12,.133,.493,.50700003,550600,84199,43087,1782151,82367,1842,89299,2409,115738,175917,60,.03719097,.024468405,.37676814,.11640346,137
5,102,138,161,166,148,204,2016,CA,392.50018,1.8102102,1,1.0424383,2.0084372,2.5759046,0,1,0,1,CALIFORNIA,-.50439334,1,36,59,64,46,102,38442400,.375,.054000001,.38999999,.142,.096000001,.223,.19,.113,.245,.097999997,.133,.26699999,.121,.13699999,.49399999,.50599998,536100,86568,44192,1585372,74523,1553,80760,2177,118142,159013,36,.0041363961,.0030732213,.041240193,.013945539,102
5,,162,,186,173,233,2017,CA,,2.0419984,1,1.3767765,2.0009351,2.5759046,0,1,0,1,CALIFORNIA,-.50439334,1,,,,,,38713900,.37,.052999999,.39300001,.145,.089000002,.204,.17399999,.103,.242,.096000001,.13500001,.266,.122,.14,.49399999,.50599998,532000,90735,46219,1402738,66622,1463,73895,2032,131532,144012,,.0037199042,.0033975395,.036233447,.013741834,
6,10,,,20,,28,2013,CO,52.676029,.84960544,1,.69267893,.060015302,.13502835,0,1,0,1,COLORADO,-.69516242,0,,,10,,18,5130200,.69400001,.035999998,.211,.028999999,.093000002,.23899999,.235,.097999997,.25099999,.094999999,.13,.27500001,.127,.123,.498,.50199997,120700,75333,40298,212756,6935,60,8505,91,9754,15591,,.0030390627,.0019012904,.041471288,.023527348,18
6,13,,,22,21,25,2014,CO,53.496479,.84960544,1,.43234062,.04802784,.13502835,0,1,0,1,COLORADO,-.68456411,0,,,9,8,12,5217000,.69,.037,.212,.028999999,.088,.2,.215,.106,.24699999,.093999997,.133,.271,.127,.12800001,.498,.50199997,119800,76398,41980,200689,6863,70,8071,109,9953,15113,,.0028968756,.0019078014,.038468275,.02296339,12
6,14,29,32,30,28,30,2015,CO,54.48819,.15070531,1,1.0380474,.045106515,.13502835,0,0,0,1,COLORADO,-.67396581,0,15,18,16,14,16,4730100,.68599999,.039000001,.214,.029999999,.082000002,.191,.19499999,.167,.245,.093000002,.13600001,.26800001,.12800001,.131,.498,.50199997,120000,77428,42150,178341,6192,48,7255,106,9953,13601,15,.0028754149,.0021041839,.037703432,.025369443,16
6,22,31,32,32,32,36,2016,CO,55.405449,.15070531,1,1.4631989,.088407077,.13502835,0,0,0,1,COLORADO,-.66336757,1,9,10,10,10,14,5398100,.68699998,.039000001,.213,.030999999,.081,.19,.17200001,.116,.241,.093000002,.13500001,.26800001,.12800001,.13500001,.49900001,.50099999,121900,79776,44366,156309,5553,59,6159,109,10550,11880,9,.0022007744,.0019543914,.0289563,.022582019,14
6,,31,,34,33,45,2017,CO,,.18937932,1,1.8493692,.10239242,.13502835,0,0,0,1,COLORADO,-.67396581,1,,,,,,5461100,.68300003,.037999999,.21600001,.030999999,.082999997,.13600001,.163,.086000003,.23800001,.090000004,.139,.266,.12800001,.14,.49900001,.50099999,122600,82905,47687,139583,4625,40,4890,57,10940,9612,,.001760085,.0020032595,.025559504,.022449689,
7,1,,,11,,13,2013,CT,35.96003,.48262185,0,1.1649504,.36169136,.36570904,0,1,0,1,CONNECTICUT,-.069863863,1,,,10,,12,3479000,.69499999,.096000001,.146,.041000001,.061000001,.199,.25,.106,.235,.082000002,.111,.28600001,.13699999,.15000001,.486,.514,62900,90185,42208,171894,14315,465,18135,228,4448,33143,,.009526588,.0012785284,.049409024,.018079909,12
7,2,,,3,1,5,2014,CT,35.918732,.48262185,0,1.419827,.37906757,.36570904,0,1,0,1,CONNECTICUT,-.059265584,1,,,1,-1,3,3480400,.68800002,.094999999,.15099999,.041999999,.059999999,.186,.241,.072999999,.23100001,.083999999,.11,.28299999,.139,.154,.486,.514,62300,91087,42838,168240,14289,526,18533,173,4047,33521,,.0096313646,.0011627973,.04833927,.017900242,3
7,0,2,4,4,2,4,2015,CT,35.847301,-.21736115,0,1.7119713,.35443065,.36570904,0,1,0,1,CONNECTICUT,-.038069025,1,2,4,4,2,4,4730100,.68000001,.098999999,.155,.043000001,.057999998,.18700001,.252,.061999999,.229,.086999997,.108,.278,.142,.156,.48699999,.51300001,61000,92047,42917,155430,13838,567,17262,215,4047,31882,2,.0067402381,.00085558445,.032859769,.012896134,4
7,2,4,5,6,5,15,2016,CT,35.764519,-.21736115,0,2.0368855,.32185313,.36570904,0,1,0,1,CONNECTICUT,-.038069025,1,2,3,4,3,13,3465100,.676,.097999997,.15800001,.045000002,.057999998,.182,.19400001,.096000001,.22499999,.088,.11,.27200001,.145,.16,.486,.514,59600,94523,43732,139180,12726,507,15554,295,3902,29082,2,.0083928313,.0011260859,.040166229,.017200081,13
7,,6,,6,5,17,2017,CT,,-.24044779,0,1.7002984,.21443047,.36570904,0,0,0,1,CONNECTICUT,-.038069025,1,,,,,,3478700,.667,.097000003,.163,.045000002,.057999998,.147,.204,.088,.222,.086000003,.114,.26699999,.147,.16599999,.486,.514,56000,97169,45972,125999,11459,553,13701,233,3388,25946,,.0074585332,.00097392703,.036220141,.016097968,
8,0,,,2,,5,2013,DE,9.2539501,.81065404,0,-.50160027,-.3169747,-.28164959,0,1,0,1,DELAWARE,1.1171435,0,,,2,,5,898500,.64300001,.205,.089000002,.037999999,.086999997,.16599999,.373,0,.235,.086999997,.117,.271,.133,.15800001,.48199999,.51800001,23700,71437,45945,37683,6034,87,6119,95,946,12335,,.013728436,.0010528659,.041939899,.026377296,5
8,2,,,3,4,7,2014,DE,9.3494797,.81065404,0,.066303484,-.081262879,-.28164959,0,1,0,1,DELAWARE,1.1489384,0,,,1,2,5,905300,.639,.20999999,.089000002,.039000001,.094999999,.221,.162,.052999999,.234,.093000002,.112,.26100001,.13699999,.164,.48199999,.51800001,23300,71990,46149,36647,5589,82,5903,66,953,11640,,.012857616,.0010526897,.040480502,.025737325,5
8,3,3,4,4,3,7,2015,DE,9.4407597,.11591193,0,.091362782,-.0072495211,-.28164959,0,1,0,1,DELAWARE,1.1595366,0,0,1,1,0,4,4730100,.63200003,.20900001,.090999998,.039000001,.079000004,.227,.29899999,.092,.23100001,.090000004,.115,.25799999,.138,.169,.479,.52200001,22700,71856,47242,33141,4751,62,5466,75,953,10354,0,.0021889601,.00020147566,.0070064059,.0047990531,4
8,0,1,1,1,1,1,2016,DE,9.5206499,.11591193,0,.12241919,-.052351888,-.28164959,0,1,0,1,DELAWARE,1.1807332,0,1,1,1,1,1,924300,.63,.207,.092,.039999999,.079999998,.15099999,.287,.085000001,.228,.081,.121,.25299999,.141,.176,.47999999,.51999998,22400,72470,47450,30885,4303,153,5126,99,1070,9681,1,.010473873,.0011576328,.033414476,.024234556,1
8,,6,,7,7,7,2017,DE,,.1203301,0,.57991207,-.23092267,-.28164959,0,1,0,1,DELAWARE,1.1913315,0,,,,,,931700,.62599999,.212,.092,.039999999,.093999997,.19,.20200001,.123,.22400001,.083999999,.119,.249,.14300001,.183,.48100001,.51899999,21800,74688,48850,27774,3875,180,4513,74,994,8642,,.0092755174,.001066867,.029810024,.02339809,
9,,,,,,,2013,,,,,,,,,,,,DISTRICT OF COLUMBIA,,,,,,,,610300,.35100001,.486,.104,.030999999,.079000004,.28600001,.155,.234,.18700001,.113,.207,.266,.111,.116,.46799999,.53200001,13700,108622,39699,37351,14099,189,14773,239,6865,29300,,.048009176,.011248566,.061201047,.022447977,
9,,,,,,,2014,,,,,,,,,,,,DISTRICT OF COLUMBIA,,,,,,,,623500,.354,.48199999,.105,.035999998,.066,.25099999,.15800001,.12800001,.18799999,.104,.213,.271,.109,.115,.47400001,.52600002,11900,111430,40829,37106,13879,169,14767,245,7298,29060,,.046607859,.011704892,.059512429,.019085806,
9,,,,,,,2015,,,,,,,,,,,,DISTRICT OF COLUMBIA,,,,,,,,4730100,.35499999,.472,.107,.037,.068999998,.252,.127,.107,.189,.105,.212,.27000001,.111,.113,.47499999,.52499998,10600,113632,40677,34512,13065,191,13175,295,7298,26726,,.0056501976,.001542885,.0072962516,.0022409675,
9,,,,,,,2016,,,,,,,,,,,,DISTRICT OF COLUMBIA,,,,,,,,644400,.359,.46799999,.111,.037,.075999998,.28099999,.21699999,.14,.192,.102,.211,.27000001,.107,.119,.47099999,.52899998,10400,118203,40560,32062,12671,187,12037,309,8350,25204,,.039112352,.01295779,.04975481,.016139043,
9,,,,,,,2017,,,,,,,,,,,,DISTRICT OF COLUMBIA,,,,,,,,657600,.36000001,.45899999,.11,.041000001,.059,.249,.154,.175,.191,.097999997,.215,.26899999,.104,.124,.47099999,.52999997,9900,122552,41387,29914,11658,205,11148,263,7473,23274,,.035392337,.011364051,.045489658,.015054745,
10,0,,,100,,115,2013,FL,195.82022,.94499612,1,-.9656257,1.0151558,-.48217627,1,0,1,0,FLORIDA,.5448364,0,,,100,,115,19093200,.56300002,.152,.23800001,.026000001,.119,.28200001,.22,.138,.219,.089000002,.109,.26499999,.131,.18700001,.48500001,.51499999,389400,56505,34282,1010315,125565,2115,132598,2834,47862,263112,,.013780404,.0025067562,.052914914,.020394696,115
10,0,,,102,79,118,2014,FL,198.88741,.94499612,1,-1.1526066,.98724097,-.48217627,1,0,1,0,FLORIDA,.55543464,0,,,102,79,118,19431100,.55699998,.153,.243,.026000001,.116,.26899999,.21799999,.13600001,.21699999,.088,.111,.26100001,.131,.192,.48500001,.51499999,382600,57046,34467,946524,122140,2258,127179,2807,35900,254384,,.01309159,.0018475536,.048711807,.019690085,118
10,0,61,71,82,66,87,2015,FL,202.44914,-.084108517,1,-.86506718,1.0236038,-.48217627,1,0,1,0,FLORIDA,.55543464,0,61,71,82,66,87,4730100,.55199999,.153,.24699999,.027000001,.111,.249,.206,.125,.215,.086000003,.112,.259,.133,.19599999,.484,.51599997,375800,57539,34664,845533,113304,2105,117346,2630,35900,235385,61,.049763218,.0075896913,.17875583,.07944864,87
10,0,60,73,78,68,111,2016,FL,206.12439,-.084108517,1,-.61329621,1.1454064,-.48217627,1,0,1,0,FLORIDA,.5342381,0,60,73,78,68,111,20144000,.54699999,.15099999,.25099999,.027000001,.106,.227,.19,.123,.213,.085000001,.113,.255,.134,.2,.48500001,.51499999,366000,59209,35722,741449,101509,2047,105045,2085,33559,210686,60,.010458996,.0016659552,.036807436,.018169181,111
10,,58,,71,61,104,2017,FL,,-.12570412,1,-.34503317,.9878931,-.48217627,1,0,1,0,FLORIDA,.5448364,0,,,,,,20532300,.53899997,.15099999,.25799999,.028000001,.1,.21699999,.177,.13500001,.213,.082999997,.114,.25400001,.13500001,.20200001,.48500001,.51499999,361600,61468,37280,646740,88061,1967,93074,1619,32190,184721,,.0089966049,.0015677738,.031498663,.017611276,
11,12,,,31,,65,2013,GA,99.84938,-.085839592,0,-1.0134953,-.11511819,-.51378411,1,0,1,0,GEORGIA,2.1451766,0,,,19,,53,9690900,.54900002,.30399999,.090999998,.035,.126,.26800001,.31299999,.147,.26699999,.093999997,.119,.28099999,.118,.12,.48300001,.51700002,624200,63079,36055,511805,121053,1381,118518,1914,16971,242866,,.025061242,.0017512306,.052812949,.06441094,53
11,9,,,31,27,53,2014,GA,100.87231,-.085839592,0,-.78689075,-.10558777,-.51378411,1,0,1,0,GEORGIA,2.1875699,0,,,22,18,44,9792900,.54500002,.30599999,.092,.037,.121,.27599999,.301,.108,.264,.093999997,.121,.278,.119,.124,.48199999,.51899999,579600,63671,36356,488862,118937,1356,114540,1838,13790,236671,,.02416761,.0014081631,.049920045,.059185736,44
11,6,29,39,40,30,52,2015,GA,101.99398,-.78107786,0,-.65698934,-.092855737,-.51378411,1,0,1,0,GEORGIA,2.1875699,0,23,33,34,24,46,4730100,.54000002,.30700001,.093000002,.037999999,.112,.25,.271,.107,.26300001,.092,.12,.27700001,.121,.127,.48199999,.51800001,540000,63965,36655,440556,111147,1344,103693,1830,13790,218014,23,.046090782,.0029153717,.093138836,.11416249,46
11,5,26,30,29,28,51,2016,GA,103.10371,-.78107786,0,-.36152518,-.082258113,-.51378411,1,0,1,0,GEORGIA,2.2299631,0,21,25,24,23,46,10001000,.53399998,.308,.093999997,.037999999,.107,.223,.23999999,.123,.26100001,.090999998,.121,.273,.122,.133,.48100001,.51899999,,65914,37887,392962,100487,1404,94972,1568,12909,198431,21,.019841116,.0012907709,.039292272,,46
11,,29,,40,32,69,2017,GA,,-.84471792,0,.012115422,-.23385128,-.51378411,1,0,1,0,GEORGIA,2.2087665,0,,,,,,10121400,.52899998,.30899999,.096000001,.039999999,.098999999,.21799999,.23800001,.097000003,.25799999,.090000004,.12,.27200001,.124,.13600001,.48100001,.51899999,502700,68343,40112,348686,90409,1510,85310,1463,10174,178692,,.01765487,.0010051969,.034450371,.049667042,
12,2,,,4,,4,2013,HI,14.06481,.99501961,0,.48245922,3.9388061,-1.71207,0,1,0,1,HAWAII,-.87533319,0,,,2,,2,1331500,.21699999,.015,.096000001,.38299999,.106,0,.097999997,.105,.236,.090000004,.121,.25799999,.133,.162,.48899999,.51099998,28900,85655,59336,45551,459,0,682,5,6335,1146,,.00086068345,.0047577918,.034210291,.021704843,2
12,0,,,4,2,4,2014,HI,14.16349,.99501961,0,1.5335577,4.087039,-1.71207,0,1,0,1,HAWAII,-.87533319,0,,,4,2,4,1348100,.21699999,.017000001,.098999999,.37400001,.105,0,.149,.109,.233,.086999997,.126,.25600001,.132,.167,.491,.509,28300,86430,61829,43236,641,0,629,7,7620,1277,,.00094725913,.0056523997,.032071806,.020992508,4
12,2,2,5,4,2,6,2015,HI,14.25157,-.10155632,0,.81508398,4.0732207,-1.71207,0,1,0,1,HAWAII,-.88593143,0,0,3,2,0,4,4730100,.21699999,.015,.101,.36899999,.101,0,.171,.104,.233,.089000002,.125,.252,.131,.17,.49000001,.50999999,28300,87777,62115,39327,562,0,636,14,7620,1212,0,.00025623137,.0016109596,.0083142007,.0059829601,4
12,5,6,7,7,6,7,2016,HI,14.28557,-.10155632,0,1.6310105,6.4133654,-1.71207,0,1,0,1,HAWAII,-.90712798,0,1,2,2,1,2,1364600,.211,.013,.102,.37599999,.082000002,0,.109,.1,.23199999,.082000002,.123,.25400001,.13500001,.175,.49200001,.50800002,27500,90877,66009,35899,608,0,383,20,7921,1011,1,.00074087642,.0058046314,.026307343,.020152425,2
12,,3,,5,3,5,2017,HI,,-.082455665,0,1.7854358,3.7302747,-1.71207,0,1,0,1,HAWAII,-.91772628,1,,,,,,1356100,.207,.0099999998,.102,.382,.102,0,.18799999,.094999999,.23100001,.074000001,.125,.252,.134,.184,.48800001,.51200002,27100,94123,68825,31851,655,0,433,18,7220,1106,,.00081557408,.0053240913,.023487207,.019983778,
13,1,,,4,,7,2013,ID,16.12011,-.021507813,0,-.55000538,-.40533319,-.21902828,1,0,1,0,IDAHO,-1.0343074,0,,,3,,6,1580900,.833,0,.118,.016000001,.14300001,0,.241,0,.28,.093000002,.116,.25,.123,.139,.49900001,.50099999,45500,56707,33935,61483,371,0,425,0,1781,796,,.00050351064,.0011265734,.038891137,.028781073,6
13,0,,,4,4,4,2014,ID,16.33532,-.021507813,0,-.37105629,-.41129333,-.21902828,1,0,1,0,IDAHO,-1.0237091,0,,,4,4,4,1598800,.829,.0099999998,.121,.014,.12899999,0,.25299999,.13699999,.278,.093999997,.114,.24600001,.124,.14399999,.49599999,.50400001,48600,57408,33391,56283,320,0,349,0,1966,669,,.00041843884,.0012296722,.035203278,.030397799,4
13,2,7,8,8,6,8,2015,ID,16.52828,-1.0188777,0,-.56531942,-.40493152,-.21902828,1,0,1,0,IDAHO,-1.0343074,0,5,6,6,4,6,4730100,.82800001,.0099999998,.119,.011,.12899999,0,.20999999,.13,.27599999,.092,.115,.24600001,.125,.147,.49700001,.50300002,48700,57628,37928,50005,344,0,370,10,1966,724,5,.0001530623,.00041563602,.010571658,.010295765,6
13,0,6,5,6,7,9,2016,ID,16.8314,-1.0188777,0,-.036289722,-.39317453,-.21902828,1,0,1,0,IDAHO,-1.0237091,0,6,5,6,7,9,1650700,.82499999,.0099999998,.123,.014,.127,0,.243,0,.27399999,.088,.118,.242,.124,.153,.49599999,.50400001,48800,59554,41690,43389,401,8,295,13,2247,717,6,.00043436119,.0013612406,.026285212,.029563216,9
13,,6,,6,6,9,2017,ID,,-.98572206,0,.35394999,-.42087072,-.21902828,1,0,1,0,IDAHO,-1.0237091,0,,,,,,1682100,.82099998,.0099999998,.124,.013,.119,.602,.18799999,.15700001,.273,.089000002,.113,.244,.126,.154,.50099999,.49900001,50300,61658,37216,37969,356,13,197,15,2037,581,,.00034540158,.0012109863,.02257238,.029903097,
14,14,,,27,,52,2013,IL,128.79504,1.4251662,0,.031391807,-.22006664,-1.1367444,0,1,0,1,ILLINOIS,.39646047,0,,,13,,38,12571100,.62800002,.138,.16599999,.048999999,.093000002,.31900001,.2,.116,.248,.093999997,.125,.27500001,.125,.133,.48899999,.51099998,222700,72182,34210,649694,88662,1184,88557,1011,13425,179414,,.014271941,.0010679256,.051681556,.017715236,38
14,16,,,36,30,57,2014,IL,128.67545,1.4251662,0,-.21277574,-.1584778,-1.1367444,0,1,0,1,ILLINOIS,.40705875,0,,,20,14,41,12569400,.62300003,.138,.168,.050999999,.093000002,.31200001,.19499999,.111,.24600001,.093000002,.124,.27200001,.12800001,.13699999,.48800001,.51200002,219000,72851,34174,620086,89246,1287,86860,1136,13177,178529,,.014203463,.0010483396,.049332984,.017423267,41
14,6,21,23,23,22,31,2015,IL,128.39047,.76694357,0,.37590364,-.13269962,-1.1367444,0,1,1,0,ILLINOIS,.40705875,0,15,17,17,16,25,4730100,.61900002,.139,.17,.052000001,.086999997,.287,.2,.117,.243,.093999997,.124,.27000001,.12899999,.141,.48699999,.51300001,215100,73408,33730,562783,83983,1277,82374,1289,13177,168923,15,.035712354,.0027857763,.11897909,.045474727,25
14,5,26,29,33,28,53,2016,IL,128.0154,.76694357,0,.48010322,-.1654644,-1.1367444,0,1,1,0,ILLINOIS,.39646047,1,21,24,28,23,48,12491200,.61799997,.13699999,.171,.052999999,.089000002,.26800001,.167,.111,.242,.090000004,.125,.26699999,.131,.145,.48800001,.51200002,204200,75354,34404,504167,77845,1594,77045,1011,11590,157495,21,.012608476,.00092785322,.040361773,.016347509,48
14,,20,,28,24,40,2017,IL,,.80777937,0,.8252576,-.35960948,-1.1367444,0,1,1,0,ILLINOIS,.39646047,1,,,,,,12496600,.61299998,.13699999,.17399999,.054000001,.089000002,.26100001,.152,.114,.241,.089000002,.124,.26300001,.132,.15000001,.48899999,.51099998,189000,77913,35572,453712,72060,1673,71112,1048,10798,145893,,.011674616,.00086407503,.036306836,.015124113,
15,12,,,22,,39,2013,IN,65.691017,.70095736,0,-.6800139,-.29793882,-.99837619,1,0,1,0,INDIA,-.13345355,0,,,10,,27,6366500,.80699998,.088,.064999998,.017999999,.127,.30899999,.30399999,.183,.257,.092,.115,.26899999,.12899999,.138,.48899999,.51099998,179400,60041,30290,293032,25372,351,24461,360,6096,50544,,.0079390556,.00095751201,.046027172,.028178748,27
15,10,,,11,10,21,2014,IN,65.952332,.70095736,0,-.94699186,-.24169116,-.99837619,1,0,1,0,INDIA,-.11225698,0,,,1,0,11,6386700,.80500001,.090999998,.064999998,.018999999,.121,.315,.27900001,.167,.25400001,.093000002,.116,.266,.13,.142,.49000001,.50999999,175200,60618,30531,269392,24567,377,23697,319,5863,48960,,.0076659308,.00091800146,.042180154,.027432008,11
15,5,19,21,22,20,35,2015,IN,66.127678,-.74876058,0,-.52687371,-.22814998,-.99837619,1,0,1,0,INDIA,-.13345355,0,14,16,17,15,30,4730100,.801,.090000004,.066,.02,.12,.29899999,.27399999,.182,.25299999,.094999999,.114,.26199999,.132,.145,.49000001,.50999999,166000,61173,30349,239622,23203,324,22147,300,5863,45974,14,.0097194565,.0012395086,.050658971,.035094395,30
15,7,14,20,19,15,25,2016,IN,66.330528,-.74876058,0,-.086622506,-.27304631,-.99837619,1,0,1,0,INDIA,-.11225698,0,7,13,12,8,18,6431400,.79799998,.090999998,.068000004,.021,.111,.27900001,.242,.226,.252,.093999997,.115,.257,.133,.149,.49000001,.50999999,159900,62593,31171,211067,21185,362,21369,336,5798,43252,7,.0067251297,.00090151443,.032818206,.024862394,18
15,,19,,19,19,42,2017,IN,,-.69119418,0,.21098347,-.58132076,-.99837619,1,0,1,0,INDIA,-.11225698,0,,,,,,6459400,.79400003,.090999998,.07,.021,.11,.26100001,.214,.17,.25,.092,.117,.25600001,.133,.153,.49000001,.50999999,163500,64779,32163,186355,19160,388,19446,274,5438,39268,,.0060792025,.00084187387,.028850203,.025311949,
16,0,,,5,,15,2013,IA,30.9193,.77012867,0,-.21930829,-.5058738,.42967629,0,0,1,0,IOWA,-.7375555,0,,,5,,15,2990300,.87599999,.032000002,.054000001,.02,.111,.324,.233,.20299999,.25,.090999998,.115,.25799999,.134,.152,.49399999,.50599998,45900,63073,27060,86486,2945,15,3302,68,3084,6330,,.0021168445,.0010313346,.028922182,.01534963,15
16,3,,,10,8,18,2014,IA,31.080299,.77012867,0,.097145699,-.50937223,.42967629,0,0,1,0,IOWA,-.75875211,0,,,7,5,15,3002100,.87300003,.033,.055,.021,.106,.345,.205,.176,.248,.090000004,.116,.255,.134,.156,.49700001,.50300002,46500,64199,27745,81452,2818,0,3339,135,3081,6292,,.0020958662,.0010262816,.027131675,.015489157,15
16,4,5,5,5,5,10,2015,IA,31.219971,-.2578989,0,.42323789,-.50379616,.42967629,0,0,1,0,IOWA,-.7375555,0,1,1,1,1,6,4730100,.86900002,.030999999,.056000002,.022,.104,.36399999,.30899999,.257,.24600001,.092,.116,.252,.13600001,.15800001,.495,.505,46700,64778,28670,74373,2818,0,3405,128,3081,6351,1,.0013426777,.00065136043,.015723346,.0098729413,6
